ID,Department,"Vendor Name","Contract Value","Contract Date","Start Year","End Year","Original Value","Number of Amendments",Description,"Original Vendor Name"
ic-5024847,ic,INMOTION,14860,2011-10-31,2011,2012,14860,0,,INMOTION
ic-4504163,ic,"HUMAN RESOURCES CAPITAL",74813,2006-10-30,2006,2007,74813,0,,"HUMAN RESOURCES CAPITAL"
ic-3504017,ic,"CORADIX TECHNOLOGY CONSULTING",71342,2005-04-01,2005,2005,71342,0,,"CORADIX TECHNOLOGY CONSULTING LTD."
ic-3509819,ic,"CITÉ COLLÉGIALE (LA)",16000,2010-09-20,2010,2010,16000,0,,"CITÉ COLLÉGIALE (LA)"
ic-2522832,ic,"ADWARE PROMOTIONS",13309,2008-03-18,2008,2008,13309,0,,"ADWARE PROMOTIONS INC."
ic-4503404,ic,"EXCEL HUMAN RESOURCES",16801,2005-10-18,2005,2006,16801,0,,"EXCEL HUMAN RESOURCES"
ic-5026029,ic,"FIBA CANNING",11294,2013-02-28,2013,2013,11294,0,,"FIBA CANNING INC."
ic-3020047,ic,"TEKNION FURNITURE SYSTEMS",10510,2007-03-02,2007,2007,10510,0,,"TEKNION FURNITURE SYSTEMS LTD."
ic-3016300,ic,"DELL COMPUTER CORPORATION",24417,2005-10-13,2005,2005,24417,0,,"DELL COMPUTER CORPORATION"
ic-4502721,ic,"QUANTUM MANAGEMENT SERVICES",15438,2004-09-27,2004,2005,15438,0,,"QUANTUM MANAGEMENT SERVICES LTD."
ic-5026596,ic,"BMB CONSULTING SERVICES",23730,2014-01-06,2014,2014,23730,0,,"BMB CONSULTING SERVICES INC."
ic-9200846401,ic,"ENVIRONICS RESEARCH GROUP",14156,2004-12-08,2004,2005,14156,0,,"ENVIRONICS RESEARCH GROUP"
ic-9200718101,ic,"HEWLETT PACKARD",66768,2004-04-19,2004,2005,66768,0,,"HEWLETT PACKARD CANADA CO"
ic-3019752,ic,"TELUS CANADA",15478,2007-02-13,2007,2007,15478,0,,TELUS
ic-8500156,ic,"EXCEL HUMAN RESOURCES",23002,2007-04-02,2007,2007,23002,0,,"EXCEL HUMAN RESOURCES"
ic-5024274,ic,"INSTITUT DE DÉVELOPPEMENT DE",16950,2011-02-17,2011,2011,16950,0,,"INSTITUT DE DÉVELOPPEMENT DE"
ic-5018712,ic,"DIGIPLAN TEC",23320,2006-12-11,2006,2007,23320,0,,"DIGIPLAN TEC INC."
ic-2527748,ic,"MATH WORKS(THE)",11751,2012-01-31,2012,2013,11751,0,,"MATH WORKS INC.(THE)"
ic-9200901301,ic,"DELL COMPUTER CORPORATION",15316,2005-03-11,2005,2005,15316,0,,"DELL COMPUTER CORPORATION"
ic-3511351,ic,"CARON PROFESSIONAL & LINGUISTIC",12600,2012-02-06,2012,2012,12600,0,,"CARON PROFESSIONAL & LINGUISTIC"
ic-3508379,ic,APOSTROPHE,12831,2009-05-04,2009,2010,12831,0,,APOSTROPHE
ic-5027306,ic,"STIFF SENTENCES",24950,2015-02-13,2015,2015,24950,0,,"STIFF SENTENCES"
ic-3019960,ic,"SOFTCHOICE CORPORATION",24725,2007-02-27,2007,2007,24725,0,,"SOFTCHOICE CORPORATION"
ic-5023632,ic,"BUREAU VAN DIJK ELECTRONIC",24790,2010-06-01,2010,2011,24790,0,,"BUREAU VAN DIJK ELECTRONIC"
ic-4504121,ic,"TOSI PLACEMENT SERVICES",17384,2006-10-16,2006,2007,17384,0,,"TOSI PLACEMENT SERVICES INC."
ic-5012285,ic,"PIERRE CREMER",10583,2004-04-01,2004,2005,10583,0,,"PIERRE CREMER"
ic-2033467,ic,"IHS GLOBAL",79625,2014-01-01,2014,2014,79625,0,,"IHS GLOBAL INC."
ic-3504715,ic,"RAYMOND CHABOT GRANT THORNTON",237005,2005-11-22,2005,2006,237005,0,,"RAYMOND CHABOT GRANT THORNTON"
ic-5015591,ic,"ANITA PORTIER",10700,2005-06-06,2005,2005,10700,0,,"ANITA PORTIER"
ic-5024544,ic,POLICYWORKS,23504,2011-05-24,2011,2011,23504,0,,"POLICYWORKS INC."
ic-4504421,ic,"HELIX MANAGEMENT CONSULTING",28278,2007-04-10,2007,2007,28278,0,,"HELIX MANAGEMENT CONSULTING"
ic-9201292201,ic,"MERRIMAC INDUSTRIES",10654,2007-07-13,2007,2007,10654,0,,"MERRIMAC INDUSTRIES INC."
ic-9201907201,ic,"GENERAL MOTORS OF CANADA LIMITED",23535,2011-11-01,2011,2012,23535,0,,"GENERAL MOTORS OF CANADA LIMITED"
ic-4505786,ic,"TOSI PLACEMENT SERVICES",31894,2009-09-01,2009,2009,31894,0,,"TOSI PLACEMENT SERVICES INC."
ic-3019377,ic,"STEELCASE CANADA",16802,2007-01-16,2007,2007,16802,0,,"STEELCASE CANADA LTD."
ic-5014898,ic,HYPERNET,21614,2005-03-15,2005,2005,21614,0,,"HYPERNET INC."
ic-2034153,ic,"WORLD STEEL DYNAMICS",17161,2016-02-01,2016,2017,17161,0,,"WORLD STEEL DYNAMICS INC."
ic-3513887,ic,"AVI-SPL CANADA LIMITED",32573,2015-01-16,2015,2015,32573,0,,"AVI-SPL CANADA LIMITED"
ic-1544624,ic,"FAST FORWARD FRENCH",10453,2014-05-01,2014,2014,10453,0,,"FAST FORWARD FRENCH"
ic-3503764,ic,"CANON CANADA",38289,2005-02-01,2005,2008,38289,0,,"CANON CANADA INC."
ic-3513150,ic,"BELL CANADA",88988,2014-04-01,2014,2014,88988,0,,"BELL CANADA"
ic-3505253,ic,"ST JOSEPH DIGITAL SOLUTIONS",38000,2006-03-27,2006,2006,38000,0,,"ST. JOSEPH DIGITAL SOLUTIONS"
ic-7500485,ic,DOORMASTERS,16464,2015-01-20,2015,2015,16464,0,,DOORMASTERS
ic-2518613,ic,"PROMO MEDIA",13002,2006-02-13,2006,2006,13002,0,,"PROMO MEDIA"
ic-3503602,ic,"CONNECTEL COMMUNICATIONS",24075,2004-10-18,2004,2004,24075,0,,"CONNECTEL COMMUNICATIONS"
ic-5020762,ic,"MELILLO ARCHITECTSORPORATED",17220,2008-02-06,2008,2008,17220,0,,"MELILLO ARCHITECTS INCORPORATED"
ic-5023858,ic,"PIXEL & TONIC",23931,2010-09-16,2010,2011,23931,0,,"PIXEL & TONIC INC."
ic-4506738,ic,"BARBARA PERSONNEL",105260,2012-11-05,2012,2013,45765,2,,"BARBARA PERSONNEL INC."
ic-3508763,ic,"GILMORE PRINTING SERVICES",18792,2009-09-08,2009,2009,18792,0,,"GILMORE PRINTING SERVICES INC."
ic-2033827,ic,"IMS AG",38043,2015-01-01,2015,2015,38043,0,,"IMS AG"
ic-3021507,ic,"TESTFORCE SYSTEMS",12021,2008-01-09,2008,2008,12021,0,,"TESTFORCE SYSTEMS INC."
ic-5022106,ic,"GRAHAME COOK CONSULTING PTY",24600,2009-02-13,2009,2009,24600,0,,"GRAHAME COOK CONSULTING PTY LTD"
ic-2529242,ic,HERGO,23697,2014-01-23,2014,2014,23697,0,,"HERGO INC."
ic-9202000201,ic,"WORKDYNAMICS TECHNOLOGIES",35324,2012-09-29,2012,2013,35324,0,,"WORKDYNAMICS TECHNOLOGIES INC."
ic-3508237,ic,"ÉCOLE CREUSOT ENR",56448,2009-04-01,2009,2009,56448,0,,"ÉCOLE CREUSOT ENR."
ic-3506753,ic,"CORADIX TECHNOLOGY CONSULTING",20790,2008-01-14,2008,2008,20790,0,,"CORADIX TECHNOLOGY CONSULTING LTD."
ic-4507279,ic,"SI SYSTEMS",102319,2016-10-11,2016,2017,102319,0,,"S.I. SYSTEMS LTD."
ic-3027051,ic,"ANIXTER CANADA",15911,2010-09-24,2010,2011,15911,0,,"ANIXTER CANADA INC."
ic-4503900,ic,"TOSI PLACEMENT SERVICES",12639,2006-05-17,2006,2006,12639,0,,"TOSI PLACEMENT SERVICES INC."
ic-3506183,ic,"SIMPLEX INDUSTRIES",159000,2007-04-01,2007,2008,159000,0,,"SIMPLEX INDUSTRIES INC."
ic-2530611,ic,"RICE LAKE WEIGHING SYSTEMS",12132,2016-02-10,2016,2016,12117,0,,"RICE LAKE WEIGHING SYSTEMS"
ic-2527123,ic,"COMPUTER MEDIA GROUP (THE)",12109,2011-06-17,2011,2012,12109,0,,"COMPUTER MEDIA GROUP (THE)"
ic-2525169,ic,"QWED SP Z OO",24833,2009-12-16,2009,2010,24833,0,,"QWED SP. Z O.O."
ic-5019375,ic,"FIRST CLASS LANGUAGE TRAINING",14850,2007-04-30,2007,2007,14850,0,,"FIRST CLASS LANGUAGE TRAINING"
ic-5018536,ic,"SL SUTHERLAND",22790,2006-10-24,2006,2007,22790,0,,"S.L. SUTHERLAND"
ic-2029325,ic,"EBSCO CANADA",23521,2007-09-18,2007,2008,23521,0,,"EBSCO CANADA LTD."
ic-3513040,ic,"COPEM CONSULTING",21719,2014-02-17,2014,2014,21719,0,,"COPEM CONSULTING INC."
ic-5019610,ic,"GUILLAUME ALAIN",13125,2007-05-01,2007,2007,13125,0,,"GUILLAUME ALAIN"
ic-9201341301,ic,"IBM CANADA",33439,2007-11-01,2007,2008,33439,0,,"IBM CANADA LTD."
ic-5019679,ic,"ST JOSEPH PRINT GROUP",11406,2007-05-14,2007,2008,11406,0,,"ST. JOSEPH PRINT GROUP INC."
ic-4502772,ic,"ACTION PERSONNEL SERVICES OF",21987,2004-11-01,2004,2005,21987,0,,"ACTION PERSONNEL SERVICES OF"
ic-7500605,ic,ASBEX,119382,2016-06-14,2016,2016,111743,0,,"ASBEX LTD."
ic-2527545,ic,"MIDTOWN ELECTRIC",10534,2011-12-08,2011,2012,10534,0,,"MIDTOWN ELECTRIC"
ic-9201251302,ic,"PUBLIC WORKS AND GOVERNMENT",43898,2007-02-01,2007,2007,43898,0,,"PUBLIC WORKS AND GOVERNMENT"
ic-3019866,ic,ITEX,24710,2007-02-20,2007,2007,24710,0,,"ITEX INC."
ic-3513795,ic,"INSTITUTE ON GOVERNANCE (THE)",24600,2014-12-09,2014,2015,24600,0,,"INSTITUTE ON GOVERNANCE (THE)"
ic-5027619,ic,"CENTRE FOR THE STUDY OF LIVING",23255,2015-11-02,2015,2015,23255,0,,"CENTRE FOR THE STUDY OF LIVING"
ic-3019389,ic,ITEX,10789,2007-01-17,2007,2007,10789,0,,"ITEX INC."
ic-5024092,ic,"BARRETT LANDSCAPING",21979,2010-12-10,2010,2011,19775,0,,"BARRETT LANDSCAPING"
ic-2031611,ic,"RESEARCH MONEY",17325,2010-03-24,2010,2011,17325,0,,"RESEARCH MONEY INC."
ic-5013328,ic,"ONTARIO CENTRE FOR ENVIRONMENTAL",24995,2004-09-21,2004,2005,24995,0,,"ONTARIO CENTRE FOR ENVIRONMENTAL"
ic-4502567,ic,"BARBARA PERSONNEL",17462,2004-05-27,2004,2004,17462,0,,"BARBARA PERSONNEL INC."
ic-7500532,ic,"JOHN G COOKE & ASSOCIATES",99892,2015-08-13,2015,2016,99892,0,,"JOHN G. COOKE & ASSOCIATES"
ic-5016693,ic,BIOTECANADA,18190,2005-12-29,2005,2006,18190,0,,BIOTECANADA
ic-5023548,ic,"CTE SOLUTIONS",14285,2010-04-28,2010,2010,14285,0,,"CTE SOLUTIONS INC."
ic-3027594,ic,"GENESIS INTEGRATION",82868,2010-12-29,2010,2011,82868,0,,"GENESIS INTEGRATION INC."
ic-5016294,ic,"SIMON FRASER UNIVERSITY",20000,2005-10-24,2005,2006,20000,0,,"SIMON FRASER UNIVERSITY"
ic-5019076,ic,THECIS,24804,2007-02-12,2007,2007,24804,0,,THECIS
ic-5026547,ic,"CANADIAN APPAREL FEDERATION",20905,2013-12-09,2013,2014,20905,0,,"CANADIAN APPAREL FEDERATION"
ic-9201386201,ic,"TRANSFINITE SYSTEMS",50026,2008-03-18,2008,2009,50026,0,,"TRANSFINITE SYSTEMS LTD."
ic-3020715,ic,"WORKDYNAMICS TECHNOLOGIES",27090,2007-07-01,2007,2008,27090,0,,"WORKDYNAMICS TECHNOLOGIES INC."
ic-3503214,ic,"HELIX MANAGEMENT CONSULTING",63772,2004-04-01,2004,2004,63772,0,,"HELIX MANAGEMENT CONSULTING"
ic-3504985,ic,"CARLETON UNIVERSITY",24979,2006-02-07,2006,2006,24979,0,,"CARLETON UNIVERSITY"
ic-7500630,ic,"924234 ONTARIO",33053,2016-08-22,2016,2016,30397,0,,"924234 ONTARIO INC"
ic-3015492,ic,"NISHA TECHNOLOGIES",42451,2005-05-10,2005,2005,42451,0,,"NISHA TECHNOLOGIES INC."
ic-5020072,ic,"CTE SOLUTIONS",12593,2007-09-10,2007,2008,12593,0,,"CTE SOLUTIONS INC."
ic-3026048,ic,ISE,25245,2010-03-04,2010,2010,25245,0,,"I.S.E. INC."
ic-9202070201,ic,"MICROSOFT CANADA",319153,2013-03-15,2013,2014,319153,0,,"MICROSOFT CANADA INC."
ic-3507984,ic,"AJILON CANADA",188291,2009-02-12,2009,2009,188291,0,,"AJILON CANADA INC"
ic-2529153,ic,"NATIONAL INSTRUMENTS CANADA",19711,2013-12-12,2013,2014,19711,0,,"NATIONAL INSTRUMENTS CANADA"
ic-3509644,ic,"ÉCOLE DE LANGUES DE L&#039;ÉSTRIE (L&#039;)",13000,2010-07-05,2010,2010,13000,0,,"ÉCOLE DE LANGUES DE L&#039;ÉSTRIE (L&#039;)"
ic-5022627,ic,"MINTO PLACE SUITE HOTEL",23941,2009-07-31,2009,2009,23941,0,,"MINTO PLACE SUITE HOTEL"
ic-3024813,ic,"STEELCASE CANADA",134948,2009-07-23,2009,2009,134948,0,,"STEELCASE CANADA LTD."
ic-3032046,ic,"TELECOM COMPUTER",156360,2016-06-24,2016,2016,156360,0,,"TELECOM COMPUTER INC."
ic-5027368,ic,"TRIKORE CONSTRUCTION",12475,2015-03-18,2015,2015,12475,0,,"TRIKORE CONSTRUCTION"
ic-3509769,ic,"LYNDA NAVEDA CONSULTING",11413,2010-07-05,2010,2010,11413,0,,"LYNDA NAVEDA CONSULTING LTD"
ic-9201300201,ic,"FLUX CORPORATION",17429,2007-10-18,2007,2008,17429,0,,"FLUX CORPORATION"
ic-3504170,ic,"LEXI-TECH INTERNATIONAL",24999,2005-05-02,2005,2005,24999,0,,"LEXI-TECH INTERNATIONAL"
ic-3514062,ic,"EXCEL HUMAN RESOURCES",423072,2015-04-01,2015,2017,211536,2,,"EXCEL HUMAN RESOURCES"
ic-3504770,ic,PIXELERACOM,24075,2005-12-16,2005,2006,24075,0,,"PIXELERA.COM INC."
ic-5023278,ic,GWS-BIO,11786,2010-03-05,2010,2010,11786,0,,GWS-BIO
ic-5019953,ic,"MACLEAN CONSULTING",10176,2007-08-01,2007,2007,10176,0,,"MACLEAN CONSULTING"
ic-4503573,ic,"CORADIX TECHNOLOGY CONSULTING",59505,2006-01-30,2006,2006,59505,0,,"CORADIX TECHNOLOGY CONSULTING LTD."
ic-5023574,ic,"RICHARD IVEY SCHOOL OF BUSINESS",10500,2010-05-03,2010,2011,10500,0,,"RICHARD IVEY SCHOOL OF BUSINESS"
ic-5018310,ic,"AMIRAL PARTENAIRES",24910,2006-09-11,2006,2007,24910,0,,"AMIRAL PARTENAIRES INC."
ic-4506104,ic,"ASSOCIATES GROUP OF COMPANIES",83540,2010-04-29,2010,2010,18059,2,,"ASSOCIATES GROUP OF COMPANIES"
ic-9201445201,ic,"FORD MOTOR COMPANY OF CANADA",26275,2008-09-29,2008,2008,26275,0,,"FORD MOTOR COMPANY OF CANADA"
ic-2032838,ic,"IHS GLOBAL",24910,2012-03-16,2012,2013,24910,0,,"IHS GLOBAL"
ic-3513322,ic,"IRON MOUNTAIN CANADA CORPORATION",23164,2014-07-01,2014,2015,23164,0,,"IRON MOUNTAIN CANADA CORPORATION"
ic-5024434,ic,"LORD ELGIN HOTEL",17587,2011-05-28,2011,2011,17587,0,,"LORD ELGIN HOTEL"
ic-5020375,ic,"CTC COMPUTER TRAINING CENTRES",12720,2007-12-04,2007,2008,12720,0,,"CTC COMPUTER TRAINING CENTRES"
ic-4505058,ic,"EXCEL HUMAN RESOURCES",16554,2008-05-09,2008,2008,16554,0,,"EXCEL HUMAN RESOURCES"
ic-5013841,ic,"HKBP A DIVISION OF 4073029 CANADA",16050,2004-11-24,2004,2004,16050,0,,"HKBP A DIVISION OF 4073029 CANADA"
ic-5023736,ic,"FRED GAULT",24408,2010-07-16,2010,2011,24408,0,,"FRED GAULT"
ic-4505088,ic,"ASSOCIATES GROUP OF COMPANIES",12916,2008-05-20,2008,2008,12916,0,,"ASSOCIATES GROUP OF COMPANIES"
ic-4506615,ic,"SPIRIT STAFFING & CONSULTING",6268,2012-01-23,2012,2012,12014,0,,"SPIRIT STAFFING & CONSULTING INC."
ic-2516924,ic,"COMPUTER MEDIA GROUP",10304,2005-06-29,2005,2005,10304,0,,"COMPUTER MEDIA GROUP"
ic-5024087,ic,"CREEKSTONE CONSULTING",24192,2010-12-10,2010,2011,24192,0,,"CREEKSTONE CONSULTING INC"
ic-4504903,ic,"EXCEL HUMAN RESOURCES",11920,2008-01-31,2008,2008,11920,0,,"EXCEL HUMAN RESOURCES"
ic-3504711,ic,XWAVE,15381,2005-11-14,2005,2005,15381,0,,XWAVE
ic-9201213201,ic,REMCOMORPORATED,13442,2007-02-25,2007,2008,13442,0,,"REMCOM INCORPORATED"
ic-2529628,ic,"CANSEL SURVEY EQUIPMENT",18724,2014-05-27,2014,2014,18724,0,,"CANSEL SURVEY EQUIPMENT LTD."
ic-3503903,ic,"INBUSINESS SOLUTIONS",120439,2005-04-01,2005,2006,120439,0,,"INBUSINESS SOLUTIONS"
ic-3511288,ic,"3005526 CANADA",23042,2012-01-16,2012,2012,23042,0,,"3005526 CANADA INC."
ic-5026237,ic,"CASSIA CONTENT MANAGEMENT",21131,2013-07-15,2013,2013,21131,0,,"CASSIA CONTENT MANAGEMENT"
ic-3513320,ic,"IRON MOUNTAIN CANADA CORPORATION",20982,2014-07-01,2014,2015,20982,0,,"IRON MOUNTAIN CANADA CORPORATION"
ic-5027520,ic,"NILUFER ERDEBIL",24578,2015-07-09,2015,2015,24578,0,,"NILUFER ERDEBIL"
ic-5028213,ic,"INFORMATION AND COMMUNICATIONS",24860,2016-12-23,2016,2017,24860,0,,"INFORMATION AND COMMUNICATIONS"
ic-9200050724,ic,"MAPINFO CANADA",15961,2006-02-20,2006,2006,15961,0,,"MAPINFO CANADA INC"
ic-9200887301,ic,"NATIONAL INSTRUMENTS CORPORATE",21534,2005-02-28,2005,2005,21534,0,,"NATIONAL INSTRUMENTS CORPORATE"
ic-3028726,ic,"ZYCOM TECHNOLOGIES",10456,2011-08-23,2011,2011,10456,0,,"ZYCOM TECHNOLOGIES INC."
ic-5024160,ic,"MOAZZAMI ECONOMIC CONSULTANTS",27074,2011-01-17,2011,2011,27074,0,,"MOAZZAMI ECONOMIC CONSULTANTS INC."
ic-4507267,ic,"SPI CONSULTANTS LIMITED",14523,2016-08-29,2016,2016,3227,0,,"SPI CONSULTANTS LIMITED"
ic-3030247,ic,"SPACESAVER MOBILE STORAGE SYSTEMS",17312,2013-02-07,2013,2013,17312,0,,"SPACESAVER MOBILE STORAGE SYSTEMS"
ic-8500599,ic,"SNC-LAVALIN PROFAC",16517,2010-03-24,2010,2010,16517,0,,"SNC-LAVALIN PROFAC INC."
ic-3030949,ic,"GRAYBAR CANADA",58048,2014-02-24,2014,2014,58048,0,,"GRAYBAR CANADA"
ic-5022007,ic,"STILL WATERS CONSULTING",36383,2009-01-21,2009,2009,36383,0,,"STILL WATERS CONSULTING INC."
ic-5024375,ic,"CANADA COUNCIL FOR THE ARTS (THE)",17764,2011-03-01,2011,2012,17764,0,,"CANADA COUNCIL FOR THE ARTS (THE)"
ic-5012392,ic,"R & R TRANSLATION",10700,2004-04-07,2004,2005,10700,0,,"R & R TRANSLATION"
ic-5020911,ic,"REED EXHIBITION COMPANIES",22575,2008-03-10,2008,2008,22575,0,,"REED EXHIBITION COMPANIES"
ic-2032028,ic,"EBSCO CANADA",55996,2011-02-01,2011,2012,55996,0,,"EBSCO CANADA LTD."
ic-2033746,ic,"TEXTILES INTELLIGENCE LIMITED",14164,2014-09-24,2014,2015,14164,0,,"TEXTILES INTELLIGENCE LIMITED"
ic-5017450,ic,"JOHN F WALSH",23971,2006-03-23,2006,2006,23971,0,,"JOHN F. WALSH"
ic-3507772,ic,"JOUBERT MANAGEMENT CONSULTING",24705,2008-11-24,2008,2009,24705,0,,"JOUBERT MANAGEMENT CONSULTING"
ic-5023984,ic,"POI BUSINESS INTERIORS",14690,2010-11-01,2010,2011,14690,0,,"POI BUSINESS INTERIORS"
ic-3029381,ic,"OTTAWA BUSINESS INTERIORS",23450,2012-02-07,2012,2012,23450,0,,"OTTAWA BUSINESS INTERIORS LTD"
ic-5013311,ic,"INTERSOL CONSULTING ASSOCIATES",24686,2004-09-02,2004,2005,24686,0,,"INTERSOL CONSULTING ASSOCIATES"
ic-2528253,ic,"SOFTCHOICE CORPORATION",18328,2012-08-15,2012,2013,18328,0,,"SOFTCHOICE CORPORATION"
ic-3511955,ic,"THORNLEY FALLIS COMMUNICATIONS",15662,2012-12-04,2012,2013,15662,0,,"THORNLEY FALLIS COMMUNICATIONS INC"
ic-5019868,ic,CILFO,24843,2007-09-04,2007,2008,24843,0,,CILFO
ic-5022693,ic,PROMOCO,11558,2009-08-31,2009,2009,11558,0,,"PROMOCO INC."
ic-2530920,ic,"NATIONAL INSTRUMENTS CANADA",16809,2016-09-14,2016,2017,16809,0,,"NATIONAL INSTRUMENTS CANADA"
ic-9201232301,ic,"HEWLETT PACKARD",219639,2007-03-19,2007,2007,219639,0,,"HEWLETT-PACKARD (CANADA) CO."
ic-5026782,ic,"IMAGINIT TECHNOLOGIES",24340,2014-04-28,2014,2014,24340,2,,"IMAGINIT TECHNOLOGIES"
ic-5012844,ic,"POINTMAN CANADA",18050,2004-06-14,2004,2004,18050,0,,"POINTMAN CANADA LTD."
ic-3031250,ic,"NORTHERN MICRO",99395,2014-11-03,2014,2014,99395,0,,"NORTHERN MICRO INC."
ic-3504531,ic,"SIMPLEX INDUSTRIES",21107,2005-09-16,2005,2005,21107,0,,"SIMPLEX INDUSTRIES INC."
ic-3029601,ic,"ANIXTER CANADA",26777,2012-03-14,2012,2012,26777,0,,"ANIXTER CANADA INC."
ic-5023108,ic,"LIGHTNING TREE CONSULTING",29999,2010-01-18,2010,2010,29999,0,,"LIGHTNING TREE CONSULTING INC."
ic-4504665,ic,"SPI CONSULTANTS LIMITED",20769,2007-08-13,2007,2007,20769,0,,"SPI CONSULTANTS LIMITED"
ic-5012989,ic,"DELSYS RESEARCH GROUP",21400,2004-07-09,2004,2004,21400,0,,"DELSYS RESEARCH GROUP INC"
ic-4505351,ic,"EXCEL HUMAN RESOURCES",27684,2008-10-29,2008,2009,27684,0,,"EXCEL HUMAN RESOURCES"
ic-8500636,ic,"ZYLOG SYSTEMS (OTTAWA)",207920,2010-09-14,2010,2012,207920,2,,"ZYLOG SYSTEMS (OTTAWA) LTD."
ic-5012695,ic,STAT-USA,24776,2004-05-01,2004,2005,24776,0,,STAT-USA
ic-5017303,ic,VERITY,10500,2006-03-13,2006,2006,10500,0,,"VERITY INC."
ic-5012082,ic,"CANADIAN GERMAN CHAMBER OF",13550,2004-04-02,2004,2004,13550,0,,"CANADIAN GERMAN CHAMBER OF"
ic-3030477,ic,"STEELCASE CANADA",24247,2013-03-20,2013,2013,24247,0,,"STEELCASE CANADA LTD."
ic-5027601,ic,"CANADIAN AGRI-FOOD POLICY INSTITUTE",24800,2015-10-13,2015,2016,24800,0,,"CANADIAN AGRI-FOOD POLICY INSTITUTE"
ic-2033526,ic,"BIG DIRECTORIES LIMITED PARTNERSHIP",33206,2014-04-01,2014,2015,33206,0,,"BIG DIRECTORIES LIMITED PARTNERSHIP"
ic-3019700,ic,"ASOKAN BUSINESS INTERIORS",14095,2007-02-09,2007,2007,14095,0,,"ASOKAN BUSINESS INTERIORS"
ic-3503475,ic,"SAMSON AND ASSOCIATES",132680,2004-07-26,2004,2005,132680,0,,"SAMSON AND ASSOCIATES"
ic-2524332,ic,"PUBLIC WORKS AND GOVERNMENT",18780,2009-03-31,2009,2009,18780,0,,"PUBLIC WORKS AND GOVERNMENT"
ic-9200010654,ic,"ACME FUTURE SECURITY CONTROLS",19874,2006-01-25,2006,2006,19874,0,,"ACME FUTURE SECURITY CONTROLS INC."
ic-5027828,ic,"PARTNERS FOR MENTAL HEALTH (PFMH)",14100,2016-03-21,2016,2017,14100,0,,"PARTNERS FOR MENTAL HEALTH (PFMH)"
ic-5014308,ic,ICONGO,88061,2005-01-25,2005,2005,88061,0,,"ICONGO INC."
ic-9201601201,ic,"TERAMACH TECHNOLOGIES",78982,2009-07-02,2009,2009,78982,0,,"TERAMACH TECHNOLOGIES INC."
ic-2524065,ic,"APTILO NETWORKS",24930,2009-02-17,2009,2009,24930,0,,"APTILO NETWORKS, INC"
ic-9201365301,ic,"SIGNAL TECHNOLOGY ASSOCIATES",43875,2008-03-07,2008,2008,43875,0,,"SIGNAL TECHNOLOGY ASSOCIATES INC."
ic-4503018,ic,"CGI GROUP (THE)",24829,2005-03-08,2005,2005,24829,0,,"CGI GROUP INC (THE)"
ic-5027848,ic,"CONFERENCE BOARD OF CANADA (THE)",19445,2016-03-14,2016,2016,19445,0,,"CONFERENCE BOARD OF CANADA (THE)"
ic-5023362,ic,"CAE PROFESSIONAL SERVICES (CANADA)",19870,2010-03-03,2010,2010,19870,0,,"CAE PROFESSIONAL SERVICES (CANADA)"
ic-5012825,ic,"CALGARY EXHIBITION & STAMPEDE",21709,2004-06-03,2004,2004,21709,0,,"CALGARY EXHIBITION & STAMPEDE"
ic-5012241,ic,"FÉDÉRATION CANADIENNE POUR",24931,2004-04-01,2004,2005,24931,0,,"FÉDÉRATION CANADIENNE POUR"
ic-3515303,ic,EMERION,119441,2016-09-12,2016,2017,119441,0,,EMERION
ic-2029969,ic,"PRESS NEWS LIMITED",83009,2008-05-01,2008,2009,83009,0,,"PRESS NEWS LIMITED"
ic-3514075,ic,"GRAYBRIDGE INTERNATIONAL",12418,2015-04-01,2015,2015,12418,0,,"GRAYBRIDGE INTERNATIONAL"
ic-5017607,ic,"CORADIX TECHNOLOGY CONSULTING",50174,2006-04-03,2006,2006,50174,0,,"CORADIX TECHNOLOGY CONSULTING LTD."
ic-3512967,ic,"NEWS CANADA",28181,2014-01-15,2014,2015,28024,0,,"NEWS CANADA"
ic-3019862,ic,"NISHA TECHNOLOGIES",15953,2007-02-20,2007,2007,15953,0,,"NISHA TECHNOLOGIES INC."
ic-4504860,ic,"MAXSYS ABORIGINAL SERVICES",11791,2008-01-02,2008,2008,11791,0,,"MAXSYS ABORIGINAL SERVICES"
ic-2529791,ic,"RADAR SYSTEMS TECHNOLOGY",14750,2014-10-01,2014,2015,14750,0,,"RADAR SYSTEMS TECHNOLOGY, INC."
ic-5021746,ic,"1663503 ONTARIO CORP",10080,2008-10-29,2008,2009,10080,0,,"1663503 ONTARIO CORP."
ic-5016507,ic,"DON MCGREGOR",25000,2005-11-21,2005,2006,25000,0,,"DON MCGREGOR"
ic-5012473,ic,"DERRICK EXHIBIT AND TRADE SHOW",22823,2004-04-30,2004,2004,22823,0,,"DERRICK EXHIBIT AND TRADE SHOW"
ic-3025704,ic,"GRAND & TOY",10844,2010-01-28,2010,2010,10844,0,,"GRAND & TOY LTD."
ic-5024123,ic,"BOARD OF GOVERNORS OF",16281,2011-04-12,2011,2011,16281,0,,"BOARD OF GOVERNORS OF"
ic-9201825301,ic,"UNITED STATES ANTENNA PRODUCTSLLC",81837,2011-02-09,2011,2011,81837,0,,"UNITED STATES ANTENNA PRODUCTS,LLC."
